Order ID,Order Date,Customer ID,Product Name,Category,City,Quantity,Sales,Profit,Rating
ORD1304,2024-10-31,CUST870,Headphones,Fashion,Hyderabad,3,33504,4310,4.2
ORD1305,2024-11-01,CUST759,Smartphone,Fashion,Chennai,3,7946,2411,4.7
ORD1306,2024-11-02,CUST863,Headphones,Accessories,Hyderabad,1,37711,6214,5.0
ORD1307,2024-11-03,CUST502,Shoes,Electronics,Pune,1,48731,3720,3.8
ORD1308,2024-11-04,CUST445,Headphones,Electronics,Mumbai,2,29801,1803,4.7
ORD1309,2024-11-05,CUST610,Headphones,Electronics,Pune,3,26616,8150,4.5
ORD1310,2024-11-06,CUST246,Laptop,Accessories,Mumbai,3,41823,1988,4.1
ORD1311,2024-11-07,CUST247,Laptop,Accessories,Delhi,1,19252,8612,4.9
ORD1312,2024-11-08,CUST963,Laptop,Fashion,Chennai,3,32876,6026,3.4
ORD1313,2024-11-09,CUST810,Backpack,Fashion,Mumbai,4,17169,6638,3.2
ORD1314,2024-11-10,CUST919,Shoes,Fashion,Pune,1,33416,8666,4.7
ORD1315,2024-11-11,CUST588,Earbuds,Electronics,Hyderabad,2,13895,6354,3.9
ORD1316,2024-11-12,CUST739,Earbuds,Electronics,Mumbai,1,20921,7395,4.7
ORD1317,2024-11-13,CUST650,Laptop,Fashion,Chennai,3,26842,7925,4.8
ORD1318,2024-11-14,CUST437,Smartphone,Electronics,Mumbai,2,5395,9136,3.1
ORD1319,2024-11-15,CUST971,Backpack,Fashion,Bangalore,1,11523,6683,4.8
ORD1320,2024-11-16,CUST740,T-shirt,Accessories,Hyderabad,4,11199,647,3.9
ORD1321,2024-11-17,CUST878,Smartphone,Fashion,Chennai,4,10215,3112,4.0
ORD1322,2024-11-18,CUST572,Watch,Accessories,Chennai,1,19669,2386,4.3
ORD1323,2024-11-19,CUST250,Watch,Electronics,Delhi,4,16663,9929,4.9
ORD1324,2024-11-20,CUST514,Smartphone,Fashion,Pune,4,6282,622,3.0
ORD1325,2024-11-21,CUST397,Laptop,Electronics,Delhi,4,23141,7571,4.0
ORD1326,2024-11-22,CUST710,T-shirt,Accessories,Chennai,2,19292,6221,4.4
ORD1327,2024-11-23,CUST362,T-shirt,Accessories,Hyderabad,4,49992,7147,4.4
ORD1328,2024-11-24,CUST863,Backpack,Accessories,Mumbai,4,36085,2140,4.4
ORD1329,2024-11-25,CUST243,T-shirt,Electronics,Mumbai,4,31182,6616,3.3
ORD1330,2024-11-26,CUST445,Watch,Electronics,Hyderabad,2,48364,4674,3.6
ORD1331,2024-11-27,CUST723,Shoes,Electronics,Chennai,1,19380,1683,3.7
ORD1332,2024-11-28,CUST671,Laptop,Electronics,Mumbai,3,38567,1567,4.6
ORD1333,2024-11-29,CUST980,T-shirt,Accessories,Mumbai,4,43185,3698,3.6
ORD1334,2024-11-30,CUST101,Backpack,Accessories,Mumbai,1,18573,1587,3.4
ORD1335,2024-12-01,CUST996,Watch,Fashion,Pune,4,36535,3187,4.9
ORD1336,2024-12-02,CUST403,Shoes,Fashion,Pune,2,37674,7035,3.0
ORD1337,2024-12-03,CUST353,Headphones,Electronics,Bangalore,1,25337,147,5.0
ORD1338,2024-12-04,CUST751,Headphones,Accessories,Delhi,2,18326,3800,4.4
ORD1339,2024-12-05,CUST552,Shoes,Accessories,Hyderabad,4,25481,8585,4.7
ORD1340,2024-12-06,CUST136,Watch,Accessories,Hyderabad,4,10882,8224,3.6
ORD1341,2024-12-07,CUST259,Backpack,Fashion,Hyderabad,2,4937,8153,3.0
ORD1342,2024-12-08,CUST108,Shoes,Fashion,Bangalore,3,5935,5463,4.5
ORD1343,2024-12-09,CUST332,Laptop,Accessories,Pune,2,25319,4716,4.7
ORD1344,2024-12-10,CUST198,Laptop,Accessories,Chennai,4,37375,660,4.5
ORD1345,2024-12-11,CUST758,Headphones,Accessories,Chennai,2,32482,1777,3.3
ORD1346,2024-12-12,CUST915,T-shirt,Fashion,Bangalore,3,33828,1904,4.5
ORD1347,2024-12-13,CUST307,Backpack,Accessories,Chennai,2,12829,5105,4.5
ORD1348,2024-12-14,CUST230,Headphones,Accessories,Hyderabad,3,25669,2374,4.3
ORD1349,2024-12-15,CUST503,T-shirt,Electronics,Delhi,3,22432,9419,4.5
ORD1350,2024-12-16,CUST251,T-shirt,Electronics,Mumbai,2,35094,9333,4.7
ORD1351,2024-12-17,CUST153,Earbuds,Fashion,Pune,2,11921,5824,4.2
ORD1352,2024-12-18,CUST219,Laptop,Accessories,Pune,1,45533,6569,3.2
ORD1353,2024-12-19,CUST772,Watch,Accessories,Bangalore,4,8129,1799,4.0
ORD1354,2024-12-20,CUST727,Smartphone,Electronics,Pune,3,8825,831,3.2
ORD1355,2024-12-21,CUST686,Watch,Fashion,Hyderabad,1,28995,7598,3.8
ORD1356,2024-12-22,CUST724,Smartphone,Electronics,Chennai,2,32250,6873,3.8
ORD1357,2024-12-23,CUST519,Shoes,Electronics,Hyderabad,4,30119,2155,3.1
ORD1358,2024-12-24,CUST521,Laptop,Electronics,Bangalore,1,40961,3917,3.7
ORD1359,2024-12-25,CUST203,T-shirt,Electronics,Hyderabad,3,8764,7243,3.2
ORD1360,2024-12-26,CUST951,Backpack,Accessories,Chennai,1,13186,5026,4.6
ORD1361,2024-12-27,CUST353,Smartphone,Accessories,Delhi,3,46984,2163,4.9
ORD1362,2024-12-28,CUST326,Watch,Electronics,Bangalore,2,24726,5929,3.1
ORD1363,2024-12-29,CUST211,T-shirt,Fashion,Delhi,4,7221,4020,4.9
ORD1364,2024-12-30,CUST609,Smartphone,Fashion,Mumbai,4,21109,9309,4.0
ORD1365,2024-12-31,CUST572,Smartphone,Fashion,Delhi,4,7873,7314,3.6
ORD1366,2025-01-01,CUST198,Earbuds,Fashion,Mumbai,2,39175,1627,3.2
ORD1367,2025-01-02,CUST252,Smartphone,Electronics,Mumbai,3,49395,9253,4.0
ORD1368,2025-01-03,CUST960,Backpack,Accessories,Delhi,2,29437,2324,4.6
ORD1369,2025-01-04,CUST995,Laptop,Fashion,Bangalore,4,6156,4919,4.4
ORD1370,2025-01-05,CUST977,Backpack,Electronics,Chennai,2,9484,6794,3.1
ORD1371,2025-01-06,CUST437,Headphones,Fashion,Hyderabad,2,30484,2476,3.1
ORD1372,2025-01-07,CUST805,T-shirt,Fashion,Hyderabad,2,8786,5596,3.8
ORD1373,2025-01-08,CUST921,Laptop,Electronics,Chennai,3,6401,6902,3.6
ORD1374,2025-01-09,CUST262,Earbuds,Accessories,Mumbai,1,32052,2601,3.5
ORD1375,2025-01-10,CUST819,Laptop,Accessories,Mumbai,1,26209,6461,3.6
ORD1376,2025-01-11,CUST780,Laptop,Electronics,Bangalore,2,31555,57,4.6
ORD1377,2025-01-12,CUST260,Watch,Accessories,Pune,1,38185,8137,4.9
ORD1378,2025-01-13,CUST679,Laptop,Electronics,Delhi,1,8929,2605,3.8
ORD1379,2025-01-14,CUST900,Earbuds,Electronics,Mumbai,2,15216,525,4.8
ORD1380,2025-01-15,CUST497,Backpack,Electronics,Hyderabad,2,49063,5466,3.6
ORD1381,2025-01-16,CUST376,Laptop,Accessories,Bangalore,4,11638,8726,4.0
ORD1382,2025-01-17,CUST915,Shoes,Electronics,Delhi,1,35798,7289,3.5
ORD1383,2025-01-18,CUST603,T-shirt,Fashion,Bangalore,3,23929,6760,4.3
ORD1384,2025-01-19,CUST995,Laptop,Accessories,Delhi,2,6272,5050,5.0
ORD1385,2025-01-20,CUST491,T-shirt,Accessories,Delhi,4,48744,4704,4.2
ORD1386,2025-01-21,CUST234,Shoes,Accessories,Chennai,3,49019,8128,3.7
ORD1387,2025-01-22,CUST294,Shoes,Accessories,Mumbai,1,36232,6113,4.3
ORD1388,2025-01-23,CUST500,T-shirt,Fashion,Bangalore,4,40405,2335,3.2
ORD1389,2025-01-24,CUST739,Smartphone,Accessories,Bangalore,2,17847,5273,4.8
ORD1390,2025-01-25,CUST132,Headphones,Accessories,Chennai,3,17420,7021,4.0
ORD1391,2025-01-26,CUST787,Watch,Electronics,Hyderabad,2,32322,3575,3.9
ORD1392,2025-01-27,CUST559,Smartphone,Accessories,Hyderabad,1,47159,2872,4.2
ORD1393,2025-01-28,CUST982,Smartphone,Fashion,Mumbai,3,40608,4993,4.2
ORD1394,2025-01-29,CUST569,Backpack,Fashion,Mumbai,1,24063,6580,3.1
ORD1395,2025-01-30,CUST474,Watch,Fashion,Pune,1,8467,308,4.4
ORD1396,2025-01-31,CUST121,Watch,Fashion,Chennai,4,45683,332,3.5
ORD1397,2025-02-01,CUST849,Smartphone,Accessories,Hyderabad,2,12371,1948,4.4
ORD1398,2025-02-02,CUST769,Laptop,Accessories,Delhi,3,29263,4185,4.6
ORD1399,2025-02-03,CUST137,Backpack,Fashion,Bangalore,1,12416,6679,4.6
ORD1400,2025-02-04,CUST329,Backpack,Fashion,Mumbai,1,9234,3250,4.1
ORD1401,2025-02-05,CUST464,Shoes,Accessories,Bangalore,3,34113,5160,4.0
ORD1402,2025-02-06,CUST662,Earbuds,Fashion,Bangalore,1,28679,7217,3.3
ORD1403,2025-02-07,CUST537,Watch,Electronics,Pune,4,35762,662,4.6
ORD1404,2025-02-08,CUST875,Smartphone,Fashion,Hyderabad,4,13177,737,3.5
ORD1405,2025-02-09,CUST382,Shoes,Fashion,Mumbai,4,18768,3740,4.0
ORD1406,2025-02-10,CUST126,T-shirt,Electronics,Bangalore,4,12830,8854,3.6
ORD1407,2025-02-11,CUST325,Headphones,Electronics,Mumbai,1,21233,2357,3.3
ORD1408,2025-02-12,CUST376,Earbuds,Accessories,Delhi,3,38447,7183,4.3
ORD1409,2025-02-13,CUST897,Earbuds,Accessories,Pune,3,27786,6559,3.1
ORD1410,2025-02-14,CUST708,Earbuds,Electronics,Delhi,3,7110,5956,4.5
ORD1411,2025-02-15,CUST383,Backpack,Electronics,Mumbai,3,6930,2641,3.6
ORD1412,2025-02-16,CUST978,T-shirt,Accessories,Mumbai,2,40422,7233,3.0
ORD1413,2025-02-17,CUST580,Earbuds,Fashion,Hyderabad,3,14328,5298,4.0
ORD1414,2025-02-18,CUST552,T-shirt,Electronics,Bangalore,2,43413,8816,3.1
ORD1415,2025-02-19,CUST928,Laptop,Accessories,Bangalore,2,31997,5158,3.6
ORD1416,2025-02-20,CUST915,Earbuds,Fashion,Delhi,4,39756,3654,4.4
ORD1417,2025-02-21,CUST758,Headphones,Electronics,Pune,2,37118,719,3.1
ORD1418,2025-02-22,CUST615,T-shirt,Fashion,Chennai,1,46832,4414,4.7
ORD1419,2025-02-23,CUST646,T-shirt,Accessories,Bangalore,2,27026,7379,3.0
ORD1420,2025-02-24,CUST291,Headphones,Electronics,Hyderabad,4,30658,1333,3.5
ORD1421,2025-02-25,CUST148,Earbuds,Fashion,Delhi,2,25532,973,4.5
ORD1422,2025-02-26,CUST611,Headphones,Electronics,Delhi,1,38346,1175,3.6
ORD1423,2025-02-27,CUST116,T-shirt,Fashion,Chennai,1,45436,1579,3.2
ORD1424,2025-02-28,CUST271,Headphones,Accessories,Hyderabad,1,30294,9836,3.7
ORD1425,2025-03-01,CUST319,T-shirt,Accessories,Pune,4,5948,8488,3.5
ORD1426,2025-03-02,CUST257,T-shirt,Electronics,Hyderabad,4,29361,3761,4.7
ORD1427,2025-03-03,CUST576,Laptop,Fashion,Pune,3,28641,8054,3.6
ORD1428,2025-03-04,CUST145,Smartphone,Electronics,Hyderabad,4,9574,9802,4.6
ORD1429,2025-03-05,CUST472,T-shirt,Electronics,Hyderabad,1,6906,6324,4.8
ORD1430,2025-03-06,CUST617,Earbuds,Fashion,Mumbai,1,32323,3914,3.9
ORD1431,2025-03-07,CUST198,Shoes,Fashion,Delhi,4,23791,7883,4.8
ORD1432,2025-03-08,CUST991,Backpack,Fashion,Hyderabad,2,42068,6838,3.8
ORD1433,2025-03-09,CUST844,Watch,Accessories,Chennai,4,32503,276,4.9
ORD1434,2025-03-10,CUST136,Smartphone,Electronics,Hyderabad,4,47351,314,3.2
ORD1435,2025-03-11,CUST379,Smartphone,Electronics,Bangalore,1,34906,9637,4.4
ORD1436,2025-03-12,CUST448,Smartphone,Accessories,Delhi,3,23812,695,4.0
ORD1437,2025-03-13,CUST596,Laptop,Fashion,Bangalore,1,43608,7594,3.8
ORD1438,2025-03-14,CUST401,T-shirt,Accessories,Delhi,3,1882,5619,4.3
ORD1439,2025-03-15,CUST280,Laptop,Accessories,Bangalore,1,34671,3040,4.4
ORD1440,2025-03-16,CUST706,T-shirt,Accessories,Hyderabad,4,42279,2554,3.0
ORD1441,2025-03-17,CUST198,Earbuds,Electronics,Hyderabad,1,3792,9396,3.3
ORD1442,2025-03-18,CUST799,Laptop,Accessories,Mumbai,1,42279,637,4.4
ORD1443,2025-03-19,CUST215,Laptop,Electronics,Chennai,1,33687,9227,4.3
ORD1444,2025-03-20,CUST290,Backpack,Electronics,Bangalore,4,12911,4129,4.9
ORD1445,2025-03-21,CUST352,Shoes,Electronics,Pune,4,37785,3398,4.5
ORD1446,2025-03-22,CUST260,Laptop,Fashion,Mumbai,4,15922,6349,4.9
ORD1447,2025-03-23,CUST355,Backpack,Electronics,Bangalore,4,42968,3881,4.4
ORD1448,2025-03-24,CUST422,Headphones,Electronics,Bangalore,3,32871,9483,3.6
ORD1449,2025-03-25,CUST227,Shoes,Fashion,Mumbai,3,6193,8431,3.2
ORD1450,2025-03-26,CUST117,Earbuds,Electronics,Hyderabad,2,34035,9222,4.6
ORD1451,2025-03-27,CUST892,Laptop,Accessories,Bangalore,4,15318,9940,4.3
ORD1452,2025-03-28,CUST834,Watch,Accessories,Hyderabad,3,31738,1765,3.1
ORD1453,2025-03-29,CUST665,Smartphone,Electronics,Mumbai,1,31374,6500,3.7
ORD1454,2025-03-30,CUST669,Headphones,Fashion,Hyderabad,4,27215,5483,4.9
ORD1455,2025-03-31,CUST422,Headphones,Accessories,Delhi,2,28105,1148,4.0
ORD1456,2025-04-01,CUST971,Earbuds,Fashion,Pune,2,34817,7146,3.9
ORD1457,2025-04-02,CUST785,Backpack,Fashion,Bangalore,2,31674,2376,3.9
ORD1458,2025-04-03,CUST891,Headphones,Accessories,Chennai,1,10456,9137,3.4
ORD1459,2025-04-04,CUST725,Shoes,Fashion,Pune,3,39408,6466,3.7
ORD1460,2025-04-05,CUST387,Laptop,Accessories,Hyderabad,1,11337,7030,3.7
ORD1461,2025-04-06,CUST953,Laptop,Fashion,Bangalore,4,4216,6813,3.1
ORD1462,2025-04-07,CUST762,Watch,Accessories,Hyderabad,2,4981,1724,4.5
ORD1463,2025-04-08,CUST738,Earbuds,Electronics,Delhi,1,24782,8000,3.8
ORD1464,2025-04-09,CUST254,Smartphone,Accessories,Mumbai,1,7048,9172,4.6
ORD1465,2025-04-10,CUST589,Backpack,Accessories,Bangalore,3,38105,8965,4.7
ORD1466,2025-04-11,CUST485,Smartphone,Accessories,Delhi,3,8258,6099,3.4
ORD1467,2025-04-12,CUST884,Headphones,Accessories,Delhi,2,44168,1139,4.3
ORD1468,2025-04-13,CUST203,Earbuds,Fashion,Bangalore,1,23677,4628,3.9
ORD1469,2025-04-14,CUST492,Watch,Electronics,Hyderabad,1,24522,9177,4.8
ORD1470,2025-04-15,CUST910,Smartphone,Accessories,Chennai,3,41261,205,3.4
ORD1471,2025-04-16,CUST345,Shoes,Fashion,Delhi,1,6042,9312,4.4
ORD1472,2025-04-17,CUST275,Laptop,Electronics,Pune,1,25976,2008,4.2
ORD1473,2025-04-18,CUST138,Headphones,Electronics,Delhi,1,31284,6394,3.6
ORD1474,2025-04-19,CUST576,Watch,Electronics,Chennai,3,23240,5829,3.3
ORD1475,2025-04-20,CUST781,Smartphone,Electronics,Hyderabad,2,25317,6194,4.3
ORD1476,2025-04-21,CUST858,Backpack,Accessories,Hyderabad,4,48096,5113,4.5
ORD1477,2025-04-22,CUST637,Shoes,Accessories,Pune,2,16552,3880,3.6
ORD1478,2025-04-23,CUST966,Shoes,Fashion,Delhi,4,35653,9096,4.3
ORD1479,2025-04-24,CUST917,Smartphone,Fashion,Hyderabad,1,47576,8881,3.8
ORD1480,2025-04-25,CUST507,Laptop,Fashion,Chennai,2,1171,9844,4.4
ORD1481,2025-04-26,CUST624,Smartphone,Electronics,Bangalore,4,663,6709,3.4
ORD1482,2025-04-27,CUST927,Headphones,Electronics,Mumbai,3,41924,491,4.8
ORD1483,2025-04-28,CUST605,Smartphone,Accessories,Mumbai,3,44502,6090,3.6
ORD1484,2025-04-29,CUST924,Shoes,Electronics,Mumbai,2,5295,5975,3.7
ORD1485,2025-04-30,CUST135,Watch,Electronics,Delhi,2,11134,7408,3.1
ORD1486,2025-05-01,CUST784,Smartphone,Electronics,Pune,1,5298,4678,3.2
ORD1487,2025-05-02,CUST119,Laptop,Fashion,Hyderabad,2,22920,6420,4.0
ORD1488,2025-05-03,CUST420,Earbuds,Fashion,Bangalore,1,29800,9578,3.5
ORD1489,2025-05-04,CUST875,Watch,Accessories,Chennai,1,24845,998,4.7
ORD1490,2025-05-05,CUST611,Backpack,Electronics,Bangalore,3,11249,8229,3.0
ORD1491,2025-05-06,CUST499,T-shirt,Electronics,Chennai,3,39095,6165,3.8
ORD1492,2025-05-07,CUST753,Smartphone,Accessories,Delhi,4,25621,509,3.7
ORD1493,2025-05-08,CUST982,Laptop,Electronics,Mumbai,3,37987,7618,3.0
ORD1494,2025-05-09,CUST570,Watch,Electronics,Delhi,3,28911,4696,3.2
ORD1495,2025-05-10,CUST242,Laptop,Fashion,Pune,2,33861,442,3.8
ORD1496,2025-05-11,CUST191,Backpack,Accessories,Pune,3,21723,1837,4.0
ORD1497,2025-05-12,CUST453,Shoes,Accessories,Chennai,4,7894,7424,3.8
ORD1498,2025-05-13,CUST933,Laptop,Accessories,Hyderabad,2,14556,1188,4.1
ORD1499,2025-05-14,CUST899,Watch,Accessories,Hyderabad,4,28880,4791,4.2
